小区名,价格/万,地区,0,房屋户型,1,所在楼层,2,建筑面积,3,户型结构,4,套内面积,5,建筑类型,6,房屋朝向,7,建筑结构,8,装修情况,9,梯户比例,10,配备电梯,,,,,,,,,,,,,
南厦丰泽园,122,['香洲区'],,2室1厅1厨1卫,,高楼层(共6层),,66.22㎡,,平层,,58.77㎡,,板塔结合,,东南南,,钢混结构,,简装,,一梯六户,,有,,,,,,,,,,,,,
西海岸花园,56,['金湾区'],,2室2厅1厨1卫,,低楼层(共18层),,75.13㎡,,平层,,63.03㎡,,暂无数据,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
翰林金寓,25,['金湾区'],,1室1厅1厨1卫,,高楼层(共17层),,35.83㎡,,平层,,25.05㎡,,板楼,,南,,钢混结构,,精装,,两梯十户,,有,,,,,,,,,,,,,
文苑小区,70,['金湾区'],,3室1厅1厨1卫,,中楼层(共6层),,89.14㎡,,平层,,78.78㎡,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
湖星水岸一期,38,['斗门区'],,1室1厅1厨1卫,,高楼层(共7层),,50㎡,,平层,,暂无数据,,板楼,,西南,,钢混结构,,毛坯,,暂无数据,,无,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
诚丰广场,195,['香洲区'],,3室2厅1厨2卫,,高楼层(共29层),,92.91㎡,,平层,,70.09㎡,,板楼,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
时代倾城三期,124,['斗门区'],,3室2厅1厨2卫,,低楼层(共27层),,121.06㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,其他,,两梯三户,,有,,,,,,,,,,,,,
时代都荟大境,80,['斗门区'],,3室2厅1厨1卫,,高楼层(共32层),,83.14㎡,,平层,,67.21㎡,,塔楼,,西南,,钢混结构,,其他,,三梯六户,,有,,,,,,,,,,,,,
奥园香海美景,39.9,['斗门区'],,1室0厅1厨1卫,,低楼层(共17层),,32㎡,,平层,,暂无数据,,板塔结合,,东,,钢混结构,,精装,,三梯二十户,,有,,,,,,,,,,,,,
海华新村,63,['金湾区'],,2室2厅1厨1卫,,中楼层(共8层),,85㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,其他,,暂无数据,,无,,,,,,,,,,,,,
心海州,148,['香洲区'],,3室2厅1厨1卫,,中楼层(共28层),,74.16㎡,,平层,,68㎡,,板塔结合,,东南,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
金沙美地,268,['香洲区'],,4室1厅1厨3卫,,高楼层(共18层),,77.26㎡,,复式,,58.86㎡,,板塔结合,,东南,,钢混结构,,精装,,三梯十七户,,有,,,,,,,,,,,,,
海祥园,170,['香洲区'],,3室2厅1厨1卫,,低楼层(共17层),,86.94㎡,,平层,,暂无数据,,板塔结合,,北,,钢混结构,,精装,,两梯六户,,有,,,,,,,,,,,,,
燕都,286,['香洲区'],,3室2厅1厨2卫,,高楼层(共30层),,103.09㎡,,平层,,98㎡,,板塔结合,,东南,,钢混结构,,精装,,两梯五户,,有,,,,,,,,,,,,,
前山新城,218,['香洲区'],,3室2厅1厨2卫,,中楼层(共31层),,106.35㎡,,平层,,84.93㎡,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
钰海上峰,255,['香洲区'],,3室2厅1厨2卫,,低楼层(共29层),,92.61㎡,,平层,,暂无数据,,塔楼,,北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
翰林金寓,24,['金湾区'],,1室1厅1厨1卫,,高楼层(共11层),,35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,简装,,两梯十户,,有,,,,,,,,,,,,,
中经花园,112,['香洲区'],,2室2厅1厨1卫,,中楼层(共7层),,73.63㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
万科翡翠中央.翡玲苑,219,['高新区'],,4室2厅1厨2卫,,低楼层(共17层),,108.93㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
财富世家公园里,380,['香洲区'],,4室2厅1厨2卫,,高楼层(共31层),,134.59㎡,,平层,,暂无数据,,板塔结合,,南北,,框架结构,,其他,,两梯三户,,有,,,,,,,,,,,,,
时代倾城三期,124,['斗门区'],,3室2厅1厨2卫,,低楼层(共27层),,121.07㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
棕榈四季,210,['香洲区'],,3室2厅1厨2卫,,低楼层(共18层),,90.93㎡,,平层,,暂无数据,,塔楼,,北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
绿景喜悦荟,398,['香洲区'],,4室2厅1厨2卫,,中楼层(共32层),,124.89㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
京华假日湾C区,133,['金湾区'],,4室2厅1厨2卫,,高楼层(共29层),,131.7㎡,,平层,,暂无数据,,暂无数据,,北,,钢混结构,,毛坯,,暂无数据,,暂无数据,,,,,,,,,,,,,
西湖怡景园二期,83,['金湾区'],,2室2厅1厨1卫,,高楼层(共17层),,71.3㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
恒裕江山汇花园,102,['斗门区'],,3室2厅1厨1卫,,高楼层(共25层),,85.8㎡,,平层,,66.68㎡,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
珠光新城一期,92,['斗门区'],,3室2厅1厨1卫,,中楼层(共11层),,92.15㎡,,平层,,暂无数据,,板楼,,西北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
华发世纪城二期,390,['香洲区'],,3室2厅1厨2卫,,中楼层(共31层),,139㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
珠海新世界海滨花园,85,['金湾区'],,3室2厅1厨2卫,,低楼层(共7层),,91.13㎡,,平层,,81.55㎡,,板塔结合,,东南南,,框架结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
文苑小区,70,['金湾区'],,3室1厅1厨1卫,,中楼层(共6层),,89.14㎡,,平层,,78.78㎡,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
翰林金寓,25,['金湾区'],,1室1厅1厨1卫,,高楼层(共17层),,35.83㎡,,平层,,25.05㎡,,板楼,,南,,钢混结构,,精装,,两梯十户,,有,,,,,,,,,,,,,
西海岸花园,56,['金湾区'],,2室2厅1厨1卫,,低楼层(共18层),,75.13㎡,,平层,,63.03㎡,,暂无数据,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
湖星水岸一期,38,['斗门区'],,1室1厅1厨1卫,,高楼层(共7层),,50㎡,,平层,,暂无数据,,板楼,,西南,,钢混结构,,毛坯,,暂无数据,,无,,,,,,,,,,,,,
南厦丰泽园,122,['香洲区'],,2室1厅1厨1卫,,高楼层(共6层),,66.22㎡,,平层,,58.77㎡,,板塔结合,,东南南,,钢混结构,,简装,,一梯六户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
时代倾城三期,124,['斗门区'],,3室2厅1厨2卫,,低楼层(共27层),,121.06㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,其他,,两梯三户,,有,,,,,,,,,,,,,
诚丰广场,195,['香洲区'],,3室2厅1厨2卫,,高楼层(共29层),,92.91㎡,,平层,,70.09㎡,,板楼,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
御枫美筑,250,['香洲区'],,3室2厅1厨2卫,,中楼层(共11层),,109㎡,,平层,,90.87㎡,,板楼,,南北,,钢混结构,,简装,,两梯两户,,有,,,,,,,,,,,,,
格力海岸五期,190,['高新区'],,2室1厅1厨1卫,,低楼层(共31层),,82.5㎡,,平层,,64.34㎡,,板塔结合,,南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
东鑫花园,60,['金湾区'],,3室2厅1厨2卫,,低楼层(共6层),,84.81㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
万科城回迁房南区,310,['香洲区'],,5室2厅1厨3卫,,中楼层(共34层),,188.04㎡,,平层,,158.53㎡,,塔楼,,南北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
恒隆华萃园,68,['高新区'],,1室0厅1厨1卫,,低楼层(共8层),,37.05㎡,,平层,,28.4㎡,,板楼,,南,,钢混结构,,精装,,两梯十四户,,有,,,,,,,,,,,,,
华策岭峰国际,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,83.21㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
钰海上峰,255,['香洲区'],,3室2厅1厨2卫,,低楼层(共29层),,92.61㎡,,平层,,暂无数据,,塔楼,,北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
翰林金寓,24,['金湾区'],,1室1厅1厨1卫,,高楼层(共11层),,35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,简装,,两梯十户,,有,,,,,,,,,,,,,
中经花园,112,['香洲区'],,2室2厅1厨1卫,,中楼层(共7层),,73.63㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
万科翡翠中央.翡玲苑,219,['高新区'],,4室2厅1厨2卫,,低楼层(共17层),,108.93㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
财富世家公园里,380,['香洲区'],,4室2厅1厨2卫,,高楼层(共31层),,134.59㎡,,平层,,暂无数据,,板塔结合,,南北,,框架结构,,其他,,两梯三户,,有,,,,,,,,,,,,,
时代倾城三期,124,['斗门区'],,3室2厅1厨2卫,,低楼层(共27层),,121.07㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
棕榈四季,210,['香洲区'],,3室2厅1厨2卫,,低楼层(共18层),,90.93㎡,,平层,,暂无数据,,塔楼,,北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
绿景喜悦荟,398,['香洲区'],,4室2厅1厨2卫,,中楼层(共32层),,124.89㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
京华假日湾C区,133,['金湾区'],,4室2厅1厨2卫,,高楼层(共29层),,131.7㎡,,平层,,暂无数据,,暂无数据,,北,,钢混结构,,毛坯,,暂无数据,,暂无数据,,,,,,,,,,,,,
西湖怡景园二期,83,['金湾区'],,2室2厅1厨1卫,,高楼层(共17层),,71.3㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
恒裕江山汇花园,102,['斗门区'],,3室2厅1厨1卫,,高楼层(共25层),,85.8㎡,,平层,,66.68㎡,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
珠光新城一期,92,['斗门区'],,3室2厅1厨1卫,,中楼层(共11层),,92.15㎡,,平层,,暂无数据,,板楼,,西北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
华发世纪城二期,390,['香洲区'],,3室2厅1厨2卫,,中楼层(共31层),,139㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
珠海新世界海滨花园,85,['金湾区'],,3室2厅1厨2卫,,低楼层(共7层),,91.13㎡,,平层,,81.55㎡,,板塔结合,,东南南,,框架结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
文苑小区,70,['金湾区'],,3室1厅1厨1卫,,中楼层(共6层),,89.14㎡,,平层,,78.78㎡,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
翰林金寓,25,['金湾区'],,1室1厅1厨1卫,,高楼层(共17层),,35.83㎡,,平层,,25.05㎡,,板楼,,南,,钢混结构,,精装,,两梯十户,,有,,,,,,,,,,,,,
西海岸花园,56,['金湾区'],,2室2厅1厨1卫,,低楼层(共18层),,75.13㎡,,平层,,63.03㎡,,暂无数据,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
湖星水岸一期,38,['斗门区'],,1室1厅1厨1卫,,高楼层(共7层),,50㎡,,平层,,暂无数据,,板楼,,西南,,钢混结构,,毛坯,,暂无数据,,无,,,,,,,,,,,,,
南厦丰泽园,122,['香洲区'],,2室1厅1厨1卫,,高楼层(共6层),,66.22㎡,,平层,,58.77㎡,,板塔结合,,东南南,,钢混结构,,简装,,一梯六户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
时代倾城三期,124,['斗门区'],,3室2厅1厨2卫,,低楼层(共27层),,121.06㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,其他,,两梯三户,,有,,,,,,,,,,,,,
诚丰广场,195,['香洲区'],,3室2厅1厨2卫,,高楼层(共29层),,92.91㎡,,平层,,70.09㎡,,板楼,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
御枫美筑,250,['香洲区'],,3室2厅1厨2卫,,中楼层(共11层),,109㎡,,平层,,90.87㎡,,板楼,,南北,,钢混结构,,简装,,两梯两户,,有,,,,,,,,,,,,,
格力海岸五期,190,['高新区'],,2室1厅1厨1卫,,低楼层(共31层),,82.5㎡,,平层,,64.34㎡,,板塔结合,,南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
东鑫花园,60,['金湾区'],,3室2厅1厨2卫,,低楼层(共6层),,84.81㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
万科城回迁房南区,310,['香洲区'],,5室2厅1厨3卫,,中楼层(共34层),,188.04㎡,,平层,,158.53㎡,,塔楼,,南北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
恒隆华萃园,68,['高新区'],,1室0厅1厨1卫,,低楼层(共8层),,37.05㎡,,平层,,28.4㎡,,板楼,,南,,钢混结构,,精装,,两梯十四户,,有,,,,,,,,,,,,,
华策岭峰国际,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,83.21㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
钰海上峰,255,['香洲区'],,3室2厅1厨2卫,,低楼层(共29层),,92.61㎡,,平层,,暂无数据,,塔楼,,北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
翰林金寓,24,['金湾区'],,1室1厅1厨1卫,,高楼层(共11层),,35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,简装,,两梯十户,,有,,,,,,,,,,,,,
中经花园,112,['香洲区'],,2室2厅1厨1卫,,中楼层(共7层),,73.63㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
万科翡翠中央.翡玲苑,219,['高新区'],,4室2厅1厨2卫,,低楼层(共17层),,108.93㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
财富世家公园里,380,['香洲区'],,4室2厅1厨2卫,,高楼层(共31层),,134.59㎡,,平层,,暂无数据,,板塔结合,,南北,,框架结构,,其他,,两梯三户,,有,,,,,,,,,,,,,
时代倾城三期,124,['斗门区'],,3室2厅1厨2卫,,低楼层(共27层),,121.07㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
棕榈四季,210,['香洲区'],,3室2厅1厨2卫,,低楼层(共18层),,90.93㎡,,平层,,暂无数据,,塔楼,,北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
绿景喜悦荟,398,['香洲区'],,4室2厅1厨2卫,,中楼层(共32层),,124.89㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
京华假日湾C区,133,['金湾区'],,4室2厅1厨2卫,,高楼层(共29层),,131.7㎡,,平层,,暂无数据,,暂无数据,,北,,钢混结构,,毛坯,,暂无数据,,暂无数据,,,,,,,,,,,,,
西湖怡景园二期,83,['金湾区'],,2室2厅1厨1卫,,高楼层(共17层),,71.3㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
恒裕江山汇花园,102,['斗门区'],,3室2厅1厨1卫,,高楼层(共25层),,85.8㎡,,平层,,66.68㎡,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
珠光新城一期,92,['斗门区'],,3室2厅1厨1卫,,中楼层(共11层),,92.15㎡,,平层,,暂无数据,,板楼,,西北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
华发世纪城二期,390,['香洲区'],,3室2厅1厨2卫,,中楼层(共31层),,139㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
珠海新世界海滨花园,85,['金湾区'],,3室2厅1厨2卫,,低楼层(共7层),,91.13㎡,,平层,,81.55㎡,,板塔结合,,东南南,,框架结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
文苑小区,70,['金湾区'],,3室1厅1厨1卫,,中楼层(共6层),,89.14㎡,,平层,,78.78㎡,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
翰林金寓,25,['金湾区'],,1室1厅1厨1卫,,高楼层(共17层),,35.83㎡,,平层,,25.05㎡,,板楼,,南,,钢混结构,,精装,,两梯十户,,有,,,,,,,,,,,,,
西海岸花园,56,['金湾区'],,2室2厅1厨1卫,,低楼层(共18层),,75.13㎡,,平层,,63.03㎡,,暂无数据,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
湖星水岸一期,38,['斗门区'],,1室1厅1厨1卫,,高楼层(共7层),,50㎡,,平层,,暂无数据,,板楼,,西南,,钢混结构,,毛坯,,暂无数据,,无,,,,,,,,,,,,,
南厦丰泽园,122,['香洲区'],,2室1厅1厨1卫,,高楼层(共6层),,66.22㎡,,平层,,58.77㎡,,板塔结合,,东南南,,钢混结构,,简装,,一梯六户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
时代倾城三期,124,['斗门区'],,3室2厅1厨2卫,,低楼层(共27层),,121.06㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,其他,,两梯三户,,有,,,,,,,,,,,,,
诚丰广场,195,['香洲区'],,3室2厅1厨2卫,,高楼层(共29层),,92.91㎡,,平层,,70.09㎡,,板楼,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
御枫美筑,250,['香洲区'],,3室2厅1厨2卫,,中楼层(共11层),,109㎡,,平层,,90.87㎡,,板楼,,南北,,钢混结构,,简装,,两梯两户,,有,,,,,,,,,,,,,
格力海岸五期,190,['高新区'],,2室1厅1厨1卫,,低楼层(共31层),,82.5㎡,,平层,,64.34㎡,,板塔结合,,南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
东鑫花园,60,['金湾区'],,3室2厅1厨2卫,,低楼层(共6层),,84.81㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
万科城回迁房南区,310,['香洲区'],,5室2厅1厨3卫,,中楼层(共34层),,188.04㎡,,平层,,158.53㎡,,塔楼,,南北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
恒隆华萃园,68,['高新区'],,1室0厅1厨1卫,,低楼层(共8层),,37.05㎡,,平层,,28.4㎡,,板楼,,南,,钢混结构,,精装,,两梯十四户,,有,,,,,,,,,,,,,
华策岭峰国际,69,['斗门区'],,2室2厅1厨1卫,,中楼层(共17层),,83.21㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,其他,,两梯四户,,有,,,,,,,,,,,,,
钰海上峰,255,['香洲区'],,3室2厅1厨2卫,,低楼层(共29层),,92.61㎡,,平层,,暂无数据,,塔楼,,北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
翰林金寓,24,['金湾区'],,1室1厅1厨1卫,,高楼层(共11层),,35㎡,,平层,,暂无数据,,板楼,,南,,钢混结构,,简装,,两梯十户,,有,,,,,,,,,,,,,
中经花园,112,['香洲区'],,2室2厅1厨1卫,,中楼层(共7层),,73.63㎡,,平层,,暂无数据,,塔楼,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
万科翡翠中央.翡玲苑,219,['高新区'],,4室2厅1厨2卫,,低楼层(共17层),,108.93㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,其他,,暂无数据,,暂无数据,,,,,,,,,,,,,
财富世家公园里,380,['香洲区'],,4室2厅1厨2卫,,高楼层(共31层),,134.59㎡,,平层,,暂无数据,,板塔结合,,南北,,框架结构,,其他,,两梯三户,,有,,,,,,,,,,,,,
时代倾城三期,124,['斗门区'],,3室2厅1厨2卫,,低楼层(共27层),,121.07㎡,,平层,,暂无数据,,板塔结合,,南,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
棕榈四季,210,['香洲区'],,3室2厅1厨2卫,,低楼层(共18层),,90.93㎡,,平层,,暂无数据,,塔楼,,北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
绿景喜悦荟,398,['香洲区'],,4室2厅1厨2卫,,中楼层(共32层),,124.89㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
京华假日湾C区,133,['金湾区'],,4室2厅1厨2卫,,高楼层(共29层),,131.7㎡,,平层,,暂无数据,,暂无数据,,北,,钢混结构,,毛坯,,暂无数据,,暂无数据,,,,,,,,,,,,,
西湖怡景园二期,83,['金湾区'],,2室2厅1厨1卫,,高楼层(共17层),,71.3㎡,,平层,,暂无数据,,板楼,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
恒裕江山汇花园,102,['斗门区'],,3室2厅1厨1卫,,高楼层(共25层),,85.8㎡,,平层,,66.68㎡,,板塔结合,,东南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
珠光新城一期,92,['斗门区'],,3室2厅1厨1卫,,中楼层(共11层),,92.15㎡,,平层,,暂无数据,,板楼,,西北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
华发世纪城二期,390,['香洲区'],,3室2厅1厨2卫,,中楼层(共31层),,139㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,精装,,两梯三户,,有,,,,,,,,,,,,,
珠海新世界海滨花园,85,['金湾区'],,3室2厅1厨2卫,,低楼层(共7层),,91.13㎡,,平层,,81.55㎡,,板塔结合,,东南南,,框架结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
文苑小区,70,['金湾区'],,3室1厅1厨1卫,,中楼层(共6层),,89.14㎡,,平层,,78.78㎡,,板塔结合,,南,,钢混结构,,精装,,暂无数据,,无,,,,,,,,,,,,,
翰林金寓,25,['金湾区'],,1室1厅1厨1卫,,高楼层(共17层),,35.83㎡,,平层,,25.05㎡,,板楼,,南,,钢混结构,,精装,,两梯十户,,有,,,,,,,,,,,,,
西海岸花园,56,['金湾区'],,2室2厅1厨1卫,,低楼层(共18层),,75.13㎡,,平层,,63.03㎡,,暂无数据,,南,,钢混结构,,精装,,暂无数据,,暂无数据,,,,,,,,,,,,,
湖星水岸一期,38,['斗门区'],,1室1厅1厨1卫,,高楼层(共7层),,50㎡,,平层,,暂无数据,,板楼,,西南,,钢混结构,,毛坯,,暂无数据,,无,,,,,,,,,,,,,
南厦丰泽园,122,['香洲区'],,2室1厅1厨1卫,,高楼层(共6层),,66.22㎡,,平层,,58.77㎡,,板塔结合,,东南南,,钢混结构,,简装,,一梯六户,,有,,,,,,,,,,,,,
凤鸣花园,70,['金湾区'],,3室2厅1厨2卫,,中楼层(共8层),,99.01㎡,,平层,,暂无数据,,塔楼,,北,,框架结构,,简装,,暂无数据,,暂无数据,,,,,,,,,,,,,
时代倾城三期,124,['斗门区'],,3室2厅1厨2卫,,低楼层(共27层),,121.06㎡,,平层,,暂无数据,,板塔结合,,南北,,钢混结构,,其他,,两梯三户,,有,,,,,,,,,,,,,
诚丰广场,195,['香洲区'],,3室2厅1厨2卫,,高楼层(共29层),,92.91㎡,,平层,,70.09㎡,,板楼,,南北,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
保利时代,220,['金湾区'],,4室2厅1厨2卫,,中楼层(共33层),,124.2㎡,,平层,,96.08㎡,,板塔结合,,南,,钢混结构,,精装,,两梯四户,,有,,,,,,,,,,,,,
御枫美筑,250,['香洲区'],,3室2厅1厨2卫,,中楼层(共11层),,109㎡,,平层,,90.87㎡,,板楼,,南北,,钢混结构,,简装,,两梯两户,,有,,,,,,,,,,,,,
格力海岸五期,190,['高新区'],,2室1厅1厨1卫,,低楼层(共31层),,82.5㎡,,平层,,64.34㎡,,板塔结合,,南,,钢混结构,,精装,,两梯八户,,有,,,,,,,,,,,,,
东鑫花园,60,['金湾区'],,3室2厅1厨2卫,,低楼层(共6层),,84.81㎡,,平层,,暂无数据,,塔楼,,东北,,钢混结构,,简装,,暂无数据,,无,,,,,,,,,,,,,
万科城回迁房南区,310,['香洲区'],,5室2厅1厨3卫,,中楼层(共34层),,188.04㎡,,平层,,158.53㎡,,塔楼,,南北,,钢混结构,,精装,,三梯六户,,有,,,,,,,,,,,,,
中信红树湾南区,512,['香洲区'],,3室1厅1厨2卫,,高楼层(共31层),,155.21㎡,,平层,,106.32㎡,,板楼,,南,,钢混结构,,其他,,两梯两户,,有,,,,,,,,,,,,,
